,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
81,"Joan spent $ number0 on shorts and $ number1 on a jacket , and $ number2 on a shirt . She went to number3 shops . In total , how much money did Joan spend on clothing ?",15.0 14.82 12.51 3.0,+ + number0 number1 number2,42.33,"[2, 3, 4, 7, 8, 9, 14, 15, 16, 22, 23, 24, 34, 35, 36]",,,"Joan spent $ number0 on shorts and $ number1 on a jacket , and $ number2 on a shirt . She went to number3 shops . In total ,",,,how much money did Joan spend on clothing ?
82,"Mike went to number0 basketball games this year , but missed number1 . He went to number2 games last year . How many basketball games did Mike go to in total ?",15.0 41.0 39.0,+ number0 number2,54.0,"[2, 3, 4, 10, 11, 12, 15, 16, 17, 28, 29, 30]",,,"Mike went to number0 basketball games this year , but missed number1 . He went to number2 games last year .",,,How many basketball games did Mike go to in total ?
83,Maria has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case . How many eggs does Maria have ?,3.0 7.0 8.0,* number0 number1,21.0,"[1, 2, 3, 9, 10, 11, 14, 15, 16, 24, 25, 26]",,,Maria has number0 boxes of eggs . Each box holds number1 eggs and there are number2 boxes in a case .,,,How many eggs does Maria have ?
84,Mildred weighs number0 pounds . Carol weighs number1 pounds . How much heavier is Mildred than Carol ?,59.0 9.0,- number0 number1,50.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",,,Mildred weighs number0 pounds . Carol weighs number1 pounds .,,,How much heavier is Mildred than Carol ?
85,"Michelle has number0 crayons . Janet has number1 crayons . If Janet gives all of her crayons to Michelle , how many crayons will Michelle have ?",2.0 2.0,+ number0 number0,4.0,"[1, 2, 3, 6, 7, 8, 23, 24, 25]",,,"Michelle has number0 crayons . Janet has number1 crayons . If Janet gives all of her crayons to Michelle ,",,,how many crayons will Michelle have ?
86,Sara got fast food for lunch . Sara spent $ number0 on a hotdog and $ number1 on a salad . What was the total of the lunch bill ?,5.36 5.1,+ number0 number1,10.46,"[9, 10, 11, 15, 16, 17, 26, 27, 28]",,,Sara got fast food for lunch . Sara spent $ number0 on a hotdog and $ number1 on a salad .,,,What was the total of the lunch bill ?
87,There are number0 rulers and number1 crayons in the drawer . Tim placed number2 rulers in the drawer . How many rulers are now there in all ?,11.0 34.0 14.0,+ number0 number2,25.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",,,There are number0 rulers and number1 crayons in the drawer . Tim placed number2 rulers in the drawer .,,,How many rulers are now there in all ?
88,"Frank had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?",3.0 37.0 8.0,/ + number0 number1 number2,5.0,"[3, 4, 5, 10, 11, 12, 18, 19, 20, 22, 23, 24]",,,"Frank had saved up number0 dollars . If he received another number1 dollars for his allowance ,",,,how many number2 dollar toys could he buy ?
89,"At a sale , the cost of a pair of shoes was reduced from number0 dollars to number1 dollars . What was the percent of discount ?",42.0 33.6,* / - number0 number1 number0 100.0,20.0,"[13, 14, 15, 16, 17, 18, 23, 24, 25]",,,"At a sale , the cost of a pair of shoes was reduced from number0 dollars to number1 dollars .",,,What was the percent of discount ?
90,There are number0 fishbowls . Each fishbowl has number1 fish . How many fish are there ?,261.0 23.0,* number0 number1,6003.0,"[1, 2, 3, 7, 8, 9, 13, 14, 15]",,,There are number0 fishbowls . Each fishbowl has number1 fish .,,,How many fish are there ?
91,"Mary loves eating fruits . Mary paid $ number0 for berries , $ number1 for apples , and $ number2 for peaches . In total , how much money did she spend ?",11.08 14.33 9.31,+ + number0 number1 number2,34.72,"[7, 8, 9, 12, 13, 14, 18, 19, 20, 29, 30, 31]",,,"Mary loves eating fruits . Mary paid $ number0 for berries , $ number1 for apples , and $ number2 for peaches . In total ,",,,how much money did she spend ?
92,"Bryan had number0 precious stones in his collection which he sold to his friend from the jewelry store . If the stones were sold at number1 dollar each , how much money did Bryan get in total ?",8.0 1785.0,* number0 number1,14280.0,"[1, 2, 3, 24, 25, 26, 34, 35, 36]",,,"Bryan had number0 precious stones in his collection which he sold to his friend from the jewelry store . If the stones were sold at number1 dollar each ,",,,how much money did Bryan get in total ?
93,A bee has number0 legs . How many legs do number1 bees have ?,6.0 8.0,* number0 number1,48.0,"[2, 3, 4, 9, 10, 11, 10, 11, 12]",,,A bee has number0 legs .,,,How many legs do number1 bees have ?
94,Patrick jogged to Aaron 's house . It is number0 miles from Patrick 's house to Aaron 's house . It took Patrick number1 hours to get there . How fast did Patrick go ?,14.0 2.0,/ number0 number1,7.0,"[8, 9, 10, 22, 23, 24, 31, 32, 33]",,,Patrick jogged to Aaron 's house . It is number0 miles from Patrick 's house to Aaron 's house . It took Patrick number1 hours to get there .,,,How fast did Patrick go ?
95,Michael has some fish in his fish tank . Ben gave him number0 more fish . Now he has number1 . How many fish did he have to begin with ?,18.0 49.0,- number1 number0,31.0,"[11, 12, 13, 18, 19, 20, 27, 28, 29]",,,Michael has some fish in his fish tank . Ben gave him number0 more fish . Now he has number1 .,,,How many fish did he have to begin with ?
96,There were number0 kids on the soccer field . number1 kids decided to join in . Now how many kids are on the soccer field ?,14.0 22.0,+ number0 number1,36.0,"[1, 2, 3, 8, 9, 10, 22, 23, 24]",,,There were number0 kids on the soccer field . number1 kids decided to join in . Now,,,how many kids are on the soccer field ?
97,"Fred has number0 green balloons , he gave Sandy number1 of the balloons . How many green balloons does he now have ?",709.0 221.0,- number0 number1,488.0,"[1, 2, 3, 8, 9, 10, 19, 20, 21]",,,"Fred has number0 green balloons , he gave Sandy number1 of the balloons .",,,How many green balloons does he now have ?
98,The Sumata family took a number0 day vacation by car . Each day they drove number1 miles . How many total miles did they drive ?,5.0 250.0,* number0 number1,1250.0,"[4, 5, 6, 14, 15, 16, 22, 23, 24]",,,The Sumata family took a number0 day vacation by car . Each day they drove number1 miles .,,,How many total miles did they drive ?
99,"Maria bought number0 new chairs and number1 new tables for her house . If she spent number2 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?",2.0 2.0 8.0,* number2 + number0 number0,32.0,"[1, 2, 3, 5, 6, 7, 15, 16, 17, 32, 33, 34]",,,"Maria bought number0 new chairs and number1 new tables for her house . If she spent number2 minutes on each piece furniture putting it together ,",,,how many minutes did it take her to finish ?
100,Kim has number0 cousins . She wants to give each cousin number1 pieces of gum . How much gum will she need ?,4.0 5.0,* number0 number1,20.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]",,,Kim has number0 cousins . She wants to give each cousin number1 pieces of gum .,,,How much gum will she need ?
101,"Edward had number0 books . If he sold number1 of them and used the money he earned to buy number2 new books , how many books would Edward have ?",43.0 19.0 14.0,- + number0 number2 number1,38.0,"[1, 2, 3, 7, 8, 9, 18, 19, 20, 26, 27, 28]",,,"Edward had number0 books . If he sold number1 of them and used the money he earned to buy number2 new books ,",,,how many books would Edward have ?
102,Melissa has number0 bananas . She shares number1 with Joshua . How many bananas will Melissa have ?,88.0 4.0,- number0 number1,84.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",,,Melissa has number0 bananas . She shares number1 with Joshua .,,,How many bananas will Melissa have ?
103,"A book store had number0 books in the bargin bin . If they sold number1 books , but then put number2 more in the bin , how many books would be in the bin ?",4.0 3.0 10.0,- + number0 number2 number1,11.0,"[3, 4, 5, 13, 14, 15, 19, 20, 21, 31, 32, 33]",,,"A book store had number0 books in the bargin bin . If they sold number1 books , but then put number2 more in the bin ,",,,how many books would be in the bin ?
104,"Isabella ’ s hair is number0 cubes long . If her hair grows number1 more inches , how long will it be ?",18.0 4.0,+ number0 number1,22.0,"[3, 4, 5, 11, 12, 13, 18, 19, 20]",,,"Isabella ’ s hair is number0 cubes long . If her hair grows number1 more inches ,",,,how long will it be ?
105,"Oliver had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones , how many socks would he have ?",11.0 4.0 26.0,- + number0 number2 number1,33.0,"[1, 2, 3, 8, 9, 10, 17, 18, 19, 25, 26, 27]",,,"Oliver had number0 socks . If he threw away number1 old ones that did n't fit and bought number2 new ones ,",,,how many socks would he have ?
106,"Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes . How many cantelopes did they grow in total ?",29.0 16.0 20.0,+ + number0 number1 number2,65.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14, 21, 22, 23]",,,"Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes .",,,How many cantelopes did they grow in total ?
107,"Mike is at the library helping put away books . There are number0 book to put away total but a librarian takes number1 of them and leaves Mike with the rest . If he can fit number2 books on a shelf , how many shelves will he need ?",82.0 10.0 9.0,/ - number0 number1 number2,8.0,"[11, 12, 13, 21, 22, 23, 35, 36, 37, 45, 46, 47]",,,"Mike is at the library helping put away books . There are number0 book to put away total but a librarian takes number1 of them and leaves Mike with the rest . If he can fit number2 books on a shelf ,",,,how many shelves will he need ?
108,"Joan picked number0 apples from the orchard , and gave number1 apples to Melanie . How many apples does Joan have now ?",43.0 27.0,- number0 number1,16.0,"[1, 2, 3, 9, 10, 11, 19, 20, 21]",,,"Joan picked number0 apples from the orchard , and gave number1 apples to Melanie .",,,How many apples does Joan have now ?
109,"Jason picked number0 pears , Keith picked number1 pears , and Mike picked number2 pears from the pear tree . How many pears were picked in total ?",46.0 47.0 12.0,+ + number0 number1 number2,105.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16, 26, 27, 28]",,,"Jason picked number0 pears , Keith picked number1 pears , and Mike picked number2 pears from the pear tree .",,,How many pears were picked in total ?
110,Tim had number0 quarters and number1 nickels in his bank . His dad gave him number2 nickels and number3 pennies . How many nickels does Tim have now ?,7.0 9.0 3.0 5.0,+ number1 number2,12.0,"[1, 2, 3, 4, 4, 5, 6, 7]",,,Tim had number0 quarters and number1 nickels in his bank . His dad gave him number2 nickels and number3 pennies .,,,How many nickels does Tim have now ?
111,"A teacher has number0 pieces of candy . If there are number1 students , and the candy is divided evenly , How many pieces will each student get ?",344.0 43.0,/ number0 number1,8.0,"[2, 3, 4, 10, 11, 12, 25, 26, 27]",,,"A teacher has number0 pieces of candy . If there are number1 students , and the candy is divided evenly ,",,,How many pieces will each student get ?
112,"A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip , how many customers did leave a tip ?",26.0 27.0 27.0,- + number0 number1 number1,26.0,"[9, 10, 11, 22, 23, 24, 26, 27, 28, 42, 43, 44]",,,"A waiter at ' The Greasy Spoon ' restaurant had number0 customers to wait on . During the lunch rush he added another number1 customers . If number2 of the customers did n't leave him a tip ,",,,how many customers did leave a tip ?
113,Ralph starts with number0 peanuts . He loses number1 . How many peanuts does Ralph end with ?,74.0 59.0,- number0 number1,15.0,"[2, 3, 4, 7, 8, 9, 14, 15, 16]",,,Ralph starts with number0 peanuts . He loses number1 .,,,How many peanuts does Ralph end with ?
114,"At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets , how many tickets did he use ?",7.0 3.0 3.0,* number1 + number0 number1,30.0,"[8, 9, 10, 14, 15, 16, 21, 22, 23, 28, 29, 30]",,,"At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets ,",,,how many tickets did he use ?
115,"At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got $ number2 each from the ones who did tip , how much money did he earn ?",7.0 5.0 3.0,* number2 - number0 number1,6.0,"[4, 5, 6, 7, 8, 9, 20, 21, 22, 33, 34, 35]",,,"At lunch a waiter had number0 customers and number1 of them did n't leave a tip . If he got $ number2 each from the ones who did tip ,",,,how much money did he earn ?
116,"Isabel picked number0 flowers for her friend ’ s wedding . She was making bouquets with number1 flowers in each one . If number2 of the flowers wilted before the wedding , how many bouquets could she still make ?",66.0 8.0 10.0,/ - number0 number2 number1,7.0,"[1, 2, 3, 14, 15, 16, 21, 22, 23, 35, 36, 37]",,,"Isabel picked number0 flowers for her friend ’ s wedding . She was making bouquets with number1 flowers in each one . If number2 of the flowers wilted before the wedding ,",,,how many bouquets could she still make ?
