,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques
74,rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of math homework than reading homework how many pages of reading homework did she have to complete ?,7 4,- number0 number1,3.0,"[32, 33, 34, 3, 4, 5, 6, 12, 14, 15, 16, 17]",Subtraction,"12, 23",rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of math homework than reading homework,how many pages of reading homework did she have to complete ?
75,rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of math homework than reading homework how many pages did she have to complete in all ?,8 3,- + number0 number0 number1,13.0,"[32, 33, 3, 4, 5, 6, 14, 15, 16, 17, 21, 31]",Subtraction,"12, 23, 11",rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of math homework than reading homework,how many pages did she have to complete in all ?
76,rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of reading homework than math homework how many pages of reading homework did she have to complete ?,8 6,+ number0 number1,14.0,"[32, 33, 34, 3, 4, 5, 6, 14, 15, 16, 17, 22]",Addition,"12, 23",rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of reading homework than math homework,how many pages of reading homework did she have to complete ?
77,rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of reading homework than math homework how many pages did she have to complete in all ?,10 3,+ + number0 number0 number1,23.0,"[32, 33, 3, 4, 5, 6, 14, 15, 16, 17, 21, 31]",Addition,"12, 23, 11",rachel had to complete number0 pages of math homework . if she had to complete number1 more pages of reading homework than math homework,how many pages did she have to complete in all ?
78,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many pages did she have to complete in all ?,2 3 10,+ + number0 number1 number2,15.0,"[1, 3, 4, 5, 7, 8, 9, 10, 14, 15, 16, 17, 29, 30, 31]",Addition,21,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many pages did she have to complete in all ?
79,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many more pages of math homework than reading homework did she have ?,9 2 96,- number0 number1,7.0,"[32, 1, 2, 3, 4, 5, 33, 34, 8, 9, 10, 12, 14, 15, 16, 17]",Subtraction,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many more pages of math homework than reading homework did she have ?
80,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many more pages of math homework than biology homework did she have ?,11 2 3,- number0 number2,8.0,"[32, 1, 2, 3, 4, 5, 33, 34, 8, 9, 10, 12, 14, 15, 16, 17]",Subtraction,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many more pages of math homework than biology homework did she have ?
81,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many more pages of reading homework than biology homework did she have ?,7 11 8,- number1 number2,3.0,"[32, 1, 2, 3, 4, 5, 33, 34, 8, 9, 10, 12, 14, 15, 16, 17]",Subtraction,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many more pages of reading homework than biology homework did she have ?
82,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many pages of math and reading homework did she have to complete ?,9 11 29,+ number0 number1,20.0,"[32, 1, 33, 3, 4, 5, 34, 8, 9, 10, 14, 15, 16, 17]",Addition,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many pages of math and reading homework did she have to complete ?
83,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many pages of math and biology homework did she have to complete ?,8 7 3,+ number0 number2,11.0,"[32, 1, 33, 3, 4, 5, 34, 8, 9, 10, 14, 15, 16, 17]",Addition,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many pages of math and biology homework did she have to complete ?
84,rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework . how many pages of reading and biology homework did she have to complete ?,5 10 6,+ number1 number2,16.0,"[32, 1, 33, 3, 4, 5, 34, 8, 9, 10, 14, 15, 16, 17]",Addition,"21, 12",rachel had to complete number0 pages of math homework number1 pages of reading homework and number2 more pages of biology homework .,how many pages of reading and biology homework did she have to complete ?
85,rachel had to complete number0 pages of reading homework and number1 pages of math homework . how many more pages of math homework than reading homework did she have ?,2 4,- number1 number0,2.0,"[1, 2, 3, 4, 5, 9, 10, 11, 12, 26, 27, 28]",Subtraction,"12, 31",rachel had to complete number0 pages of reading homework and number1 pages of math homework .,how many more pages of math homework than reading homework did she have ?
86,rachel had to complete number0 pages of reading homework number1 pages of math homework and number2 more pages of biology homework . how many more pages of math homework than reading homework did she have ?,4 7 19,- number1 number0,3.0,"[32, 1, 2, 3, 4, 5, 33, 7, 8, 9, 10, 34, 12, 14, 15, 16, 17]",Subtraction,"21, 12, 31",rachel had to complete number0 pages of reading homework number1 pages of math homework and number2 more pages of biology homework .,how many more pages of math homework than reading homework did she have ?
87,jack received number0 emails in the morning and number1 emails in the afternoon . how many more emails did jack receive in the morning than in the afternoon ?,6 2,- number0 number1,4.0,"[1, 2, 3, 6, 7, 8, 9, 25, 26, 27]",Subtraction,11,jack received number0 emails in the morning and number1 emails in the afternoon .,how many more emails did jack receive in the morning than in the afternoon ?
88,jack received number0 emails in the morning and number1 emails in the afternoon . how many more emails did jack receive in the afternoon than in the morning ?,6 8,- number1 number0,2.0,"[1, 2, 3, 6, 7, 8, 9, 25, 26, 27]",Subtraction,11,jack received number0 emails in the morning and number1 emails in the afternoon .,how many more emails did jack receive in the afternoon than in the morning ?
89,jack received number0 emails in the morning and some more in the afternoon . if he received a total of number1 emails in the day how many emails did jack receive in the afternoon ?,4 5,- number1 number0,1.0,"[32, 1, 2, 3, 33, 12, 16, 19, 20, 21, 31]",Subtraction,23,jack received number0 emails in the morning and some more in the afternoon . if he received a total of number1 emails in the day,how many emails did jack receive in the afternoon ?
90,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many emails did jack receive in the day ?,6 3 5,+ + number0 number1 number2,14.0,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 25, 26, 27]",Addition,21,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many emails did jack receive in the day ?
91,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many emails did jack receive in the morning and afternoon ?,5 8 72,+ number0 number1,13.0,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 27, 28, 29]",Addition,"21, 11",jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many emails did jack receive in the morning and afternoon ?
92,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many emails did jack receive in the afternoon and evening ?,4 5 8,+ number1 number2,13.0,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 27, 28, 29]",Addition,"21, 11",jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many emails did jack receive in the afternoon and evening ?
93,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many emails did jack receive in the morning and evening ?,3 4 8,+ number0 number2,11.0,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 27, 28, 29]",Addition,"21, 11",jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many emails did jack receive in the morning and evening ?
94,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many more emails did jack receive in the morning than in the afternoon ?,10 7 17,- number0 number1,3.0,"[32, 1, 2, 3, 6, 7, 8, 12, 13, 14, 30, 31]",Subtraction,"21, 11",jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many more emails did jack receive in the morning than in the afternoon ?
95,jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening . how many more emails did jack receive in the morning than in the evening ?,9 10 7,- number0 number2,2.0,"[32, 1, 2, 3, 6, 7, 8, 12, 13, 14, 30, 31]",Subtraction,"21, 11",jack received number0 emails in the morning number1 emails in the afternoon and number2 emails in the evening .,how many more emails did jack receive in the morning than in the evening ?
